OTU,Domain,Phylum,Class,Order,Family,Genus
DENOVO10850,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO10851,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO10852,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,uncultured bacterium,uncultured bacterium
DENOVO10853,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),GOUTB8
DENOVO10854,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,uncultured bacterium,uncultured bacterium
DENOVO10855,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter
DENOVO10856,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
DENOVO10857,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO10858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
DENOVO10859,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
DENOVO10860,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 10
DENOVO10861,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria
DENOVO10862,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Alysiella
DENOVO10863,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
DENOVO10864,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured
DENOVO10865,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister
DENOVO10866,Unclassified,,,,,
DENOVO10867,Unclassified,,,,,
DENOVO10868,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,
DENOVO10869,Unclassified,,,,,
DENOVO10870,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
DENOVO10871,Unclassified,,,,,
DENOVO10872,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage
DENOVO10873,Unclassified,,,,,
DENOVO10874,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
DENOVO10875,Unclassified,,,,,
DENOVO10876,Unclassified,,,,,
DENOVO10877,Unclassified,,,,,
DENOVO10878,Unclassified,,,,,
DENOVO10879,Unclassified,,,,,
DENOVO10880,Unclassified,,,,,
DENOVO10881,Unclassified,,,,,
DENOVO10882,Unclassified,,,,,
DENOVO10883,Unclassified,,,,,
DENOVO10884,Unclassified,,,,,
DENOVO10885,Unclassified,,,,,
DENOVO10886,Unclassified,,,,,
DENOVO10887,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Natronococcus
DENOVO10888,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium
DENOVO10889,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
DENOVO10890,Unclassified,,,,,
DENOVO10891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
DENOVO10892,Unclassified,,,,,
DENOVO10893,Unclassified,,,,,
DENOVO10894,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Vogesella
DENOVO10895,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
DENOVO10896,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ambiguous_taxa
DENOVO10897,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,uncultured
DENOVO10898,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas
DENOVO10899,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
DENOVO10900,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured bacterium,uncultured bacterium
DENOVO10901,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14
DENOVO10902,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured
DENOVO10903,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium
DENOVO10904,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,,
DENOVO10905,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured
DENOVO10906,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
DENOVO10907,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
DENOVO10908,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured
DENOVO10909,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,Ambiguous_taxa
DENOVO10910,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO10911,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
DENOVO10912,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
DENOVO10913,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium
DENOVO10914,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora
DENOVO10915,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),
DENOVO10916,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
DENOVO10917,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter
DENOVO10918,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO10919,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
DENOVO10920,Unclassified,,,,,
DENOVO10921,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis PCC 7203
DENOVO10922,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured
DENOVO10923,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001
DENOVO10924,Unclassified,,,,,
DENOVO10925,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,
DENOVO10926,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum
DENOVO10927,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
DENOVO10928,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
DENOVO10929,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
DENOVO10930,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
DENOVO10931,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
DENOVO10932,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
DENOVO10933,Unclassified,,,,,
DENOVO10934,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
DENOVO10935,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5
DENOVO10936,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
DENOVO10937,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
DENOVO10938,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
DENOVO10939,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
DENOVO10940,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella
DENOVO10941,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Litorimonas
DENOVO10942,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured
DENOVO10943,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
DENOVO10944,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
DENOVO10945,Unclassified,,,,,
DENOVO10946,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,uncultured bacterium
DENOVO10947,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
DENOVO10948,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO10949,Unclassified,,,,,
DENOVO10950,Unclassified,,,,,
DENOVO10951,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,uncultured,Ambiguous_taxa
DENOVO10952,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO10953,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
DENOVO10954,Bacteria,Acidobacteria,Subgroup 9,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO10955,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured
DENOVO10956,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Hydrogenophilus
DENOVO10957,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO10958,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
DENOVO10959,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO10960,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured
DENOVO10961,Unclassified,,,,,
DENOVO10962,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,
DENOVO10963,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
DENOVO10964,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
DENOVO10965,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,uncultured bacterium
DENOVO10966,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
DENOVO10967,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Criblamydiaceae,
DENOVO10968,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
DENOVO10969,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
DENOVO10970,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
DENOVO10971,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,
DENOVO10972,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,uncultured
DENOVO10973,Unclassified,,,,,
DENOVO10974,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group
DENOVO10975,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,,
DENOVO10976,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO10977,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus
DENOVO10978,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium
DENOVO10979,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium
DENOVO10980,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Bacilloplasma
DENOVO10981,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
DENOVO10982,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Spirogyra sp. CLP-2000
DENOVO10983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO10984,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO10985,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,uncultured bacterium,uncultured bacterium
DENOVO10986,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter
DENOVO10987,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
DENOVO10988,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Planktothrix NIVA-CYA 15
DENOVO10989,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter
DENOVO10990,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter
DENOVO10991,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured
DENOVO10992,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Bacilloplasma
DENOVO10993,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,
DENOVO10994,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
DENOVO10995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
DENOVO10996,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Ambiguous_taxa
DENOVO10997,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
DENOVO10998,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO10999,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO11000,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
DENOVO11001,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,
DENOVO11002,Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO11003,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
DENOVO11004,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
DENOVO11005,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured
DENOVO11006,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO11007,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
DENOVO11008,Bacteria,Acidobacteria,,,,
DENOVO11009,Bacteria,,,,,
DENOVO11010,Unclassified,,,,,
DENOVO11011,Unclassified,,,,,
DENOVO11012,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Parvimonas
DENOVO11013,Unclassified,,,,,
DENOVO11014,Unclassified,,,,,
DENOVO11015,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,IS-44
DENOVO11016,Unclassified,,,,,
DENOVO11017,Unclassified,,,,,
DENOVO11018,Unclassified,,,,,
DENOVO11019,Unclassified,,,,,
DENOVO11020,Unclassified,,,,,
DENOVO11021,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia
DENOVO11022,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus
DENOVO11023,Unclassified,,,,,
DENOVO11024,Unclassified,,,,,
DENOVO11025,Unclassified,,,,,
DENOVO11026,Unclassified,,,,,
DENOVO11027,Unclassified,,,,,
DENOVO11028,Unclassified,,,,,
DENOVO11029,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
DENOVO11030,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured
DENOVO11031,Unclassified,,,,,
DENOVO11032,Bacteria,Actinobacteria,Actinobacteria,,,
DENOVO11033,Unclassified,,,,,
DENOVO11034,Unclassified,,,,,
DENOVO11035,Unclassified,,,,,
DENOVO11036,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO11037,Unclassified,,,,,
DENOVO11038,Unclassified,,,,,
DENOVO11039,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
DENOVO11040,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO11041,Bacteria,Firmicutes,Clostridia,Clostridiales,,
DENOVO11042,Unclassified,,,,,
DENOVO11043,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome
DENOVO11044,Unclassified,,,,,
DENOVO11045,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO11046,Bacteria,Bacteroidetes,Bacteroidia,,,
DENOVO11047,Bacteria,Proteobacteria,Alphaproteobacteria,,,
DENOVO11048,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella
DENOVO11049,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO11050,Unclassified,,,,,
DENOVO11051,Unclassified,,,,,
DENOVO11052,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO11053,Bacteria,Firmicutes,Clostridia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
DENOVO11054,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
DENOVO11055,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
DENOVO11056,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
DENOVO11057,Unclassified,,,,,
DENOVO11058,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
DENOVO11059,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium
DENOVO11060,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
DENOVO11061,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO11062,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia
DENOVO11063,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Nicotiana attenuata,Nicotiana attenuata
DENOVO11064,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO11065,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,
DENOVO11066,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO11067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
DENOVO11068,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
DENOVO11069,Unclassified,,,,,
DENOVO11070,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium
DENOVO11071,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium
DENOVO11072,Bacteria,Proteobacteria,Alphaproteobacteria,,,
DENOVO11073,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,uncultured bacterium
DENOVO11074,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO11075,Bacteria,Actinobacteria,Actinobacteria,,,
DENOVO11076,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium
DENOVO11077,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Nicotiana attenuata,Nicotiana attenuata
DENOVO11078,Unclassified,,,,,
DENOVO11079,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
DENOVO11080,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium
DENOVO11081,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
DENOVO11082,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO11083,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO11084,Unclassified,,,,,
DENOVO11085,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured
DENOVO11086,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
DENOVO11087,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured
DENOVO11088,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,,
DENOVO11089,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO11090,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,uncultured bacterium
DENOVO11091,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,metagenome,metagenome
DENOVO11092,Bacteria,Cyanobacteria,Oxyphotobacteria,,,
DENOVO11093,Unclassified,,,,,
DENOVO11094,Unclassified,,,,,
DENOVO11095,Unclassified,,,,,
DENOVO11096,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,W27,uncultured bacterium
DENOVO11097,Unclassified,,,,,
DENOVO11098,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
DENOVO11099,Bacteria,Acidobacteria,Subgroup 6,,,
DENOVO11100,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Ambiguous_taxa,Ambiguous_taxa
DENOVO11101,Bacteria,Nitrospinae,P9X2b3D02,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO11102,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,
DENOVO11103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium
DENOVO11104,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,uncultured,uncultured bacterium
DENOVO11105,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,
DENOVO11106,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
DENOVO11107,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,uncultured bacterium
DENOVO11108,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
DENOVO11109,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,Ambiguous_taxa
DENOVO11110,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
DENOVO11111,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO11112,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO11113,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa,Ambiguous_taxa
DENOVO11114,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
DENOVO11115,Unclassified,,,,,
